TimeStamp,ch1,ch2,ch3,ch4
1944.4433,576.45,-140.48,-7028.15,2607.01
1944.4473,561.05,-148.15,-7034.06,2599.53
1944.4513,560.47,-156.69,-7068.16,2585.08
1944.4553,570.01,-155.02,-7084.37,2579.64
1944.4593,579.45,-144.2,-7057.62,2595.47
1944.4633,578.93,-136.57,-7026.29,2610.78
1944.4673,569.11,-141.67,-7023.05,2608.44
1944.4713,571.35,-143.86,-7052.09,2598.76
1944.4753,583.6,-140.14,-7072.69,2596.28
1944.4793,592.85,-132.85,-7048.61,2609.4
1944.4831,583.55,-132.32,-7021.81,2616.83
1944.4871,572.73,-135.99,-7021.76,2615.5
1944.4911,581.03,-134.8,-7047.27,2607.54
1944.4951,588.7,-135.47,-7070.49,2598.57
1944.4991,593.71,-129.99,-7048.27,2609.78
1944.5031,591.52,-124.69,-7013.66,2624.89
1944.5071,581.79,-127.36,-7012.94,2622.75
1944.5111,584.17,-133.47,-7045.37,2609.44
1944.5151,593.76,-131.89,-7064.96,2602.72
1944.5191,595.95,-129.41,-7050.8,2607.49
1944.5231,582.93,-134.99,-7029.87,2610.64
1944.5271,571.54,-138.85,-7023.53,2612.26
1944.5311,576.78,-140.62,-7048.23,2602.72
1944.5351,589.8,-136.71,-7066.54,2599.53
1944.5391,592.99,-132.42,-7052.42,2606.01
1944.5431,585.51,-131.99,-7025.62,2616.26
1944.5471,576.97,-134.28,-7021.62,2617.03
1944.5511,580.55,-137.52,-7049.75,2603.67
1944.5551,594.85,-133.09,-7066.97,2600.91
1944.5591,605.01,-125.5,-7041.84,2613.21
1944.5631,591.66,-129.32,-7017.23,2618.12
1944.5671,578.21,-131.94,-7015.8,2618.12
1944.5711,580.74,-137.19,-7049.13,2604.01
1944.5751,586.8,-141.95,-7072.74,2594.38
1944.5791,589.37,-138.38,-7055.47,2601.15
1944.5831,591.23,-128.46,-7019.38,2620.08
1944.5871,580.84,-131.08,-7015.99,2620.08
1944.5911,581.31,-136.76,-7048.7,2604.53
1944.5951,593.04,-133.37,-7069.97,2599.1
1944.5991,595.62,-130.51,-7052.71,2607.54
1944.6031,582.41,-134.66,-7029.25,2612.73
1944.6071,568.34,-139.52,-7026.29,2609.35
1944.6111,569.15,-143.86,-7057.48,2597.19
1944.6148,578.98,-144.77,-7082.8,2589.04
1944.6188,585.46,-138.76,-7063.63,2598.24
1944.6228,578.79,-136.33,-7034.02,2608.59
1944.6268,569.3,-137.47,-7024.96,2611.02
1944.6308,569.96,-141.67,-7052.71,2601.29
1944.6348,583.65,-139.28,-7071.54,2597.95
1944.6388,587.61,-135.52,-7059.91,2602.82
1944.6428,576.11,-135.56,-7034.16,2610.49
1944.6468,562.14,-136.57,-7025.2,2613.74
1944.6508,568.01,-135.52,-7050.8,2606.77
1944.6548,576.07,-141.33,-7079.75,2592.04
1944.6588,582.6,-139.57,-7064.87,2596.62
1944.6628,573.59,-140.0,-7036.5,2605.96
1944.6668,562.38,-144.29,-7031.16,2605.96
1944.6708,571.06,-143.29,-7055.66,2598.91
1944.6748,584.89,-139.33,-7075.12,2594.42
1944.6788,588.61,-135.95,-7062.1,2601.58
1944.6828,588.56,-130.37,-7028.87,2616.26
1944.6868,577.5,-133.85,-7022.57,2613.64
1944.6908,571.54,-145.53,-7061.48,2594.76
1944.6948,579.07,-147.68,-7085.13,2587.27
1944.6988,589.66,-139.71,-7068.68,2596.62
1944.7028,579.88,-142.29,-7044.65,2603.15
1944.7068,565.48,-147.44,-7038.5,2601.77
1944.7108,571.54,-146.63,-7063.06,2596.24
1944.7148,581.31,-145.24,-7084.9,2589.56
1944.7188,584.6,-143.19,-7069.83,2594.38
1944.7228,580.74,-142.86,-7041.12,2602.77
1944.7268,572.59,-144.53,-7031.63,2605.01
